Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	MXF0224	MXF2938	MXF6221	MXF675	MXF742	MXF7671	MXF9	PMFH904	MXF909	MXF911	MXF1041	MXF2516	MXF632	MXF633	MXF659	MXF730	MXF832	MXF851	PMFH864	PMFH30	PMFH35	PMFH41	PMFH6	PMFH759	PMFH762	PMFH763	PMFH764	PMFH767	PMFH774	PMFH814	PMFH816	PMFH817	PMFH818	PMFH819	PMFH833	PMFH853	PMFH854	PMFH857	PMFH859	PMFH860	PMFH862	PMFH865	PMFH867	PMFH870	PMFH876	PMFH877	PMFH878	PMFH898	PMFH899	PMFH905	PMFH910	MXF2553	MXF664	MXF6838	MXF9679
Amplification Peak 37 - CN values	14q32.33	chr14:106521539-106636700(probes 880233:880243)	chr14:106523145-106632342(probes 880234:880242)	chr14:106523145-106664979(probes 880234:880245)	1.445e-06	  1.445e-06		Actual Copy Change Given	0.034818	0.46605	0.37051	0.47392	0.42439	0.42217	0.87592	3.7223	2.2463	1.5957	1.3003	1.8819	1.8477	0.019923	-0.16955	-0.087049	-0.08094	-0.026534	1.3345	-1.4428	1.3648	-0.94196	-0.99277	-0.27284	-1.5335	0.98364	-0.061988	-0.76098	-0.021647	-0.57672	0.68812	1.8405	-0.90858	-0.71522	0.047717	-0.044012	4.6442	0.054518	2.6258	3.6849	-1.5335	-0.44417	-1.5335	0.38899	1.2342	-1.5335	1.5273	1.0352	-1.5335	1.4002	-0.12135	1.2509	0.84514	1.4331	-1.5335
Amplification Peak 38 - CN values	17p12   	chr17:7900451-21050277(probes 954167:959711)      	chr17:15605919-15712957(probes 957592:957606)    	chr17:12040334-16089281(probes 956384:957749)    	0.066581	    0.14892		Actual Copy Change Given	0.35594	1.2714	-0.50763	0.20978	0.39214	0.46724	-0.41693	1.8801	-0.2314	0.21672	1.1804	-0.021709	-0.27188	0.92249	-0.051991	-0.0077482	0.00097064	0.58256	0.33553	0.67539	-0.024798	-0.039529	-0.42386	0.19102	0.21315	0.11704	6.5742	-0.20672	-0.017596	-0.23789	2.0556	0.075157	-0.062629	0.40227	0.054945	0.42331	-0.049289	1.3258	0.38124	-0.022558	-0.12901	1.2152	1.6599	-0.21523	-0.025483	-0.62151	-0.052581	1.6383	0.016042	-0.0080195	0.3348	-0.67321	-0.11965	-0.09849	0.14325
Amplification Peak 39 - CN values	17p11.2 	chr17:1-59217843(probes 949967:975663)              	chr17:21254998-21320064(probes 959814:959841)    	chr17:21239288-21715684(probes 959813:959894)    	0.10949	    0.24666		Actual Copy Change Given	0.35594	1.2814	-0.50763	0.29151	-0.059269	0.28786	-0.3812	1.6445	-0.2314	0.21672	1.0712	0.5945	-0.27188	-0.29662	-0.076012	-0.14644	0.00097064	0.60322	-0.37499	0.67539	-0.024798	-0.039529	0.1388	0.19102	0.21315	0.13062	3.8653	1.809	-0.017596	-0.23789	-0.83668	0.075157	-0.021647	0.50741	0.054945	0.42331	-0.049289	1.2143	0.38124	0.66629	-0.18773	1.1575	1.6333	1.0036	-0.1126	-0.62151	-0.052581	1.6383	-0.025858	-0.057246	0.77733	-0.66148	-0.0031859	-0.09849	0.14325
Amplification Peak 40 - CN values	17q23.2 	chr17:43659395-81195210(probes 969008:985898)    	chr17:59506474-59570537(probes 975826:975858)    	chr17:59495474-59632496(probes 975821:975869)    	0.11748	    0.11748		Actual Copy Change Given	0.15816	1.512	0.49997	0.89086	-0.53541	0.40427	-0.00025347	-0.13135	0.70665	0.22749	-0.3504	-0.048944	0.62297	-0.31447	0.082043	0.3938	0.030169	-0.47268	0.31073	-0.015676	-0.032973	-0.048808	0.084498	0.69895	0.15159	-0.00072856	0.75719	0.34421	-0.017596	-0.49099	-0.0069205	0.11387	0.40194	1.9006	0.062937	0.1769	-0.054555	0.65204	0.14588	2.1645	-0.02603	0.63116	0.32704	0.68496	-0.049559	0.95875	-0.05582	0.021131	-0.053172	-0.06906	1.5188	-0.02844	0.19984	-0.12103	2.3361
Amplification Peak 41 - CN values	19q12   	chr19:28315300-32851398(probes 1026375:1027783)  	chr19:30266361-30384775(probes 1027020:1027063)  	chr19:28318299-32852381(probes 1026376:1027785)  	0.021975	   0.021975		Actual Copy Change Given	0.77022	0.64103	0.29439	-0.35407	-0.26685	0.37611	0.068845	0.92533	0.076	0.73173	1.7051	0.6549	0.25058	-0.25176	0.45854	-0.010922	0.26873	0.52668	0.66226	-0.0096151	-0.090096	0.12358	0.35332	0.14905	0.11946	-0.11732	-0.13225	1.6008	-0.096968	0.15666	-0.064778	0.0024419	-0.07881	-0.043195	0.23388	0.045393	-0.14052	6.3397	0.44598	-0.13441	-0.053432	-0.0038779	0.19254	1.1604	-0.17967	2.2363	-0.090687	-0.18591	-0.080241	-0.24045	0.12564	-0.025842	-0.16701	0.070688	1.8034
Amplification Peak 42 - CN values	22q11.21	chr22:19420335-22835688(probes 1085678:1087303)  	chr22:21253659-21373416(probes 1086598:1086668)  	chr22:20238207-22200678(probes 1086250:1086952)  	0.059597	   0.087695		Actual Copy Change Given	-0.0081624	-0.55974	-0.0081503	0.029466	0.39845	-0.43203	2.6214	0.76734	-0.080798	0.14774	1.4839	-0.76735	-0.1651	0.12579	-0.031768	-0.10368	0.10912	-0.096572	-0.11651	0.045208	0.71697	0.24591	0.62151	0.58901	0.044857	0.114	5.0031	0.76063	-0.053611	0.12255	0.094693	0.11666	-0.49371	1.0725	-0.16459	0.67953	0.44274	0.49199	0.21731	0.94065	-0.18282	1.0776	0.5813	0.24622	-0.054825	0.70874	-0.018129	-0.71126	-0.020749	-0.17195	-0.46982	0.66728	-0.11155	-0.11899	-0.67609
Amplification Peak 43 - CN values	22q11.23	chr22:24376167-24406989(probes 1088101:1088111)  	chr22:24378013-24406989(probes 1088102:1088110)  	chr22:24337609-24409573(probes 1088090:1088113)  	1.5806e-08	 2.0679e-08		Actual Copy Change Given	-0.0081624	-1.5335	1.2905	0.69821	0.38882	2.0158	0.53683	0.76734	-0.083583	0.68611	0.966	0.04366	-0.11339	2.7588	-1.5335	0.0049969	0.52101	1.7578	-1.5335	2.1668	2.0094	1.9575	-1.5335	0.58901	0.044857	1.7984	-0.20212	1.1481	1.8536	0.12255	1.805	-1.5335	0.15248	1.1791	-0.16459	3.2834	2.6865	1.4117	2.0849	-1.5335	1.3196	1.3269	-1.2047	0.33674	-0.054825	1.9594	-1.5335	-1.308	-0.020749	1.0761	-0.43767	0.05329	0.98991	0.81768	0.74937
Deletion Peak   1 - CN values	1p36.13 	chr1:16816239-17303385(probes 7146:7198)          	chr1:17088415-17214110(probes 7169:7170)          	chr1:16840488-17284827(probes 7150:7188)          	0.083894	   0.083894		Actual Copy Change Given	0.036653	0.27442	0.54367	-0.18521	0	-0.52685	0.14983	-0.017116	-0.87595	0.095984	-0.21191	-0.014095	-0.049559	0.0084743	-0.49152	-0.058193	0.7463	-0.82529	0.46425	0.66724	0.0028595	0.22468	0.53728	-0.71435	1.0172	0.35312	-0.25564	0.24093	0.22715	0.45881	-0.0061455	0.34337	-0.48374	-0.098814	-0.64977	0.27423	-0.058866	0.4536	-0.046987	0.62288	0.042874	0.61752	0.43733	0.92594	0.69914	0.45001	-0.28291	0.80385	1.5424	-0.065711	0.50811	-0.016377	0.34323	-0.33085	-0.19024
Deletion Peak   2 - CN values	1p13.2  	chr1:94021743-145418758(probes 41823:52359)      	chr1:112936185-113005491(probes 48852:48892)    	chr1:112945764-113031579(probes 48857:48902)    	0.06778	   0.067293		Actual Copy Change Given	-0.45608	0.072971	-0.42734	-0.16714	-0.46706	0.44935	-0.678	-0.67545	-0.10094	0.21298	-0.36918	0.013576	0.044049	0.8718	0.17124	-0.0084664	0.8379	0.04909	0.087462	0.98152	0.041175	0.017077	-0.49871	-0.31213	-0.33123	0.36702	0.0062481	0.09043	0.22715	0.56579	-0.025522	0.17225	-0.79453	0.056218	0.061846	0.10809	0.017584	0.28065	0.12633	0.03374	0.066222	-0.51496	-0.063703	1.0454	0.097979	0.5383	0.21513	0	0.021995	-0.47458	-0.72923	-0.012115	-0.11991	-0.54026	-0.018275
Deletion Peak   3 - CN values	1q42.11 	chr1:212605999-241522030(probes 81302:93895)    	chr1:224444359-224589064(probes 86039:86131)    	chr1:189233218-249250621(probes 71909:97446)    	6.743e-08	 0.00037834		Actual Copy Change Given	-0.4934	-0.82456	-0.45285	-0.45072	-0.48376	-0.39821	-0.65162	-0.0084385	-0.12455	-0.61737	-0.39495	-0.74294	-0.63309	0.011539	-0.33929	-0.40185	-0.53368	-0.69965	0.012028	-0.49439	-0.47659	-0.21361	-0.41163	-0.36113	-0.3962	-0.074178	-0.81244	-0.60487	-0.010094	-0.59556	-0.032042	-0.21777	0.044007	-0.014503	-0.078057	-0.075374	-0.49256	-0.26404	-0.27779	-0.34235	-0.31365	-0.53134	-0.26526	-0.36301	-0.65919	0.43174	-0.014554	-1.0328	0.038666	0.13392	-0.84723	-0.025613	-0.13018	-0.327	-0.17891
Deletion Peak   4 - CN values	1q44    	chr1:248646735-248846214(probes 97301:97341)    	chr1:248793929-248835636(probes 97333:97334)    	chr1:189233218-249250621(probes 71909:97446)    	2.4998e-11	 2.3457e-08		Actual Copy Change Given	-0.9104	-0.55071	0.52715	-0.73626	-0.53774	-0.46046	-0.68221	-0.059673	-0.20671	-0.61737	-0.40338	-0.74294	-0.64874	0.30058	0.034254	-0.019863	-0.54411	-0.77269	0.055017	-0.50213	-0.47659	-0.21361	-0.41163	0.0049969	-0.37516	0.16832	-0.83325	0.066515	0.094201	-0.59556	-0.032042	-0.21777	0.32366	-0.18546	-0.26384	-0.075374	-0.4868	-0.27624	-0.27779	-0.34235	-0.31272	-0.010094	-0.3933	-0.38951	-0.69992	0.33333	-0.014554	-0.25955	-0.026406	0.11053	-0.81104	-0.025613	0.0016642	0.1028	-0.2435
Deletion Peak   5 - CN values	2p25.3  	chr2:1-266407(probes 97447:97546)                      	chr2:37610-50660(probes 97452:97458)                    	chr2:1-153310(probes 97447:97497)                      	0.014588	   0.014119		Actual Copy Change Given	-0.14798	0.55054	-0.44468	0.076422	0.45854	-0.41091	-0.041125	-0.044144	-0.3349	0.11069	-0.34744	-0.093727	-0.14567	-0.13018	-0.31704	0.013492	-0.53053	0.21131	-0.34624	-0.049309	0.0020805	-0.22244	-0.34985	-0.33837	0	-0.35404	0.035242	-0.13238	-0.01409	-1.4634	-0.88349	-0.21764	0.11052	1.2465	-0.12836	-0.26716	-0.007133	-0.88789	0	0.17744	0.13954	0.081177	-1.5301	-0.19387	0.0063871	1.0865	-0.025807	0.1197	0.14418	0.11565	0.22068	-0.043686	0.42788	0.26733	-1.0359
Deletion Peak   6 - CN values	2p13.3  	chr2:70352291-70674633(probes 127007:127158)      	chr2:70433493-70476942(probes 127048:127083)      	chr2:70387728-70466821(probes 127023:127072)      	0.059771	   0.058357		Actual Copy Change Given	-0.13238	-0.041567	-0.41134	-0.52215	0.039902	-0.41091	-0.63498	-0.053611	0	0.13113	-0.32851	0	-0.045093	-0.20531	-0.21676	-0.03286	-0.011335	-0.54834	-0.34791	-0.027196	0.013492	0.45786	-0.34767	-0.33837	0	-0.034666	-0.43702	-0.62455	0.010006	-0.5037	-0.0038788	-0.19501	0.063652	-0.034359	-0.1316	-0.26122	0.023262	0.11067	0.22624	0.22458	-0.53855	-0.4846	-0.0048461	-0.7037	-0.027124	0.85045	0.066892	0.1197	-0.51946	0.027882	-0.41289	0.18196	-0.12408	-0.10472	-0.34379
Deletion Peak   7 - CN values	2q11.1  	chr2:89109906-95422086(probes 133890:134068)      	chr2:91812481-95420437(probes 134066:134067)      	chr2:90258262-95430517(probes 134052:134069)      	0.14897	    0.15382		Actual Copy Change Given	-0.44415	0.44409	-0.32935	-0.081605	-0.010094	-0.47554	-0.17699	0.94262	0	0.37861	1.187	0	-0.045093	-0.275	0.13835	0.023286	-0.011335	-0.67967	0.4194	-0.027196	0.013492	0.45786	0.17573	0.16265	0	0.37705	0.057939	0.19482	0.010006	-0.5037	0.67307	-0.2174	0.078727	0.5021	-0.74133	-0.26122	0.023262	0.11067	0.22624	-0.33718	-0.11024	0.026373	-0.0048461	-0.019452	-0.027124	0.15276	0.066892	0.1197	0.074877	0.027882	-0.12408	0.17549	-0.066118	0.093412	0.10829
Deletion Peak   8 - CN values	2q35    	chr2:206481182-223158679(probes 175801:183015)  	chr2:219314120-219436608(probes 181508:181571)  	chr2:216910451-243199373(probes 180429:191770)  	0.00042652	   0.058357		Actual Copy Change Given	-0.48785	-0.10224	-0.33155	-0.43116	-0.47289	-0.40683	-0.20445	-0.19182	-0.14373	-0.56698	0.064821	-0.73349	0	-0.38089	-0.38392	-0.46355	-0.51907	-0.70828	-0.087452	-0.49347	0.013443	-0.11443	-0.41652	-0.34412	0	-0.032622	-0.30498	-0.8513	0.010006	-0.58058	0.0065252	-0.31997	0.066515	-0.63972	-0.040209	-0.32138	-0.53231	-0.33537	0.21544	-0.32689	-0.11024	-0.6591	0	-0.6667	-0.048748	0.84946	0.066892	-0.72997	0.051566	-0.002719	-0.91402	0.80838	-0.31961	-0.16674	-0.64828
Deletion Peak   9 - CN values	2q37.1  	chr2:223917656-242814989(probes 183371:191651)  	chr2:232318134-232327703(probes 186825:186829)  	chr2:216910451-243199373(probes 180429:191770)  	6.0832e-08	  0.0059014		Actual Copy Change Given	-0.48785	0.048972	-0.33155	-0.75279	-0.47289	-0.40683	-1.0275	-0.19182	-0.14373	-0.56698	0.064821	-0.78154	0	-0.38089	-0.38392	-0.14374	-1.0731	-0.70828	-0.087452	-0.49347	0.013443	-0.11443	-0.41652	-0.77583	0	-0.032622	-0.31692	-0.53926	0.010006	-0.58058	0.0065252	-0.31997	0.066515	-0.4174	-0.040209	-0.32138	-0.53231	-0.33537	0.21544	-0.32689	-0.30475	-0.96732	-0.15196	-0.39653	-0.63793	-0.64931	0.066892	-0.72997	0.051566	0.060656	-0.79703	0.80838	-0.00027724	-0.16674	-0.64828
Deletion Peak  10 - CN values	2q37.3  	chr2:242815921-243199373(probes 191654:191770)  	chr2:243028397-243199373(probes 191768:191770)  	chr2:216910451-243199373(probes 180429:191770)  	9.3526e-20	 9.4231e-17		Actual Copy Change Given	-0.48785	-0.99304	-0.33155	-1.139	-0.025209	-0.40683	-1.3556	-0.19182	-0.14373	-0.96845	-0.89149	-0.76428	0	-1.283	-0.7633	0.047268	-1.5335	0.18207	-0.80157	-0.49347	0.013443	-0.11443	-0.41652	-0.73608	-0.69884	-0.17075	-0.022332	-0.38044	0.010006	-0.58058	-0.038996	-0.31997	0.066515	-0.15247	-0.040209	-0.32138	-0.65771	-0.33537	-0.98816	-0.32689	-0.87344	-0.84026	-0.78496	-0.47702	-0.63793	-0.5064	0.066892	-0.72997	0.051566	0.060656	-0.52808	0.80838	0.10999	-0.16674	-0.21614
Deletion Peak  11 - CN values	3p26.3  	chr3:1-2142012(probes 191771:192604)                  	chr3:235432-294499(probes 191821:191850)              	chr3:1-2161245(probes 191771:192614)                  	0.014497	   0.018639		Actual Copy Change Given	-1.5335	-0.090493	0.93978	-1.3364	0.038489	-0.40541	0.22087	1.7479	-0.74933	0.16193	0.3038	0.0406	-0.2791	0.11023	0.062937	-0.096176	0.067518	0.10089	-0.095186	0.056178	-0.144	0.033033	-0.013815	-0.62112	-0.40705	-0.22776	0.029325	0.4294	0.074408	-0.29284	-0.053747	0.19221	0.069239	-0.22022	-0.17535	0.11332	0.5649	-0.084262	-0.31577	0.0036206	0.083631	-0.017902	-0.77981	-0.51702	-0.045635	0.011804	-0.016892	0.18081	-0.43135	-0.14566	-0.035721	-0.067273	-0.27571	0.10614	-0.40385
Deletion Peak  12 - CN values	3p21.31 	chr3:47016553-49712485(probes 211280:212760)      	chr3:47050363-47210813(probes 211297:211376)      	chr3:47047937-49677207(probes 211296:212740)      	0.0007494	   0.056505		Actual Copy Change Given	-1.0346	-0.42549	0.094445	-0.38067	-1.0592	-0.40541	-0.65647	-0.041918	0.26868	0.16193	-0.36123	0.039277	-0.28283	0.091735	0.020987	-0.26059	0.20189	0.0043021	-0.095186	0.025117	-0.47373	0.033033	-0.45716	-0.0066432	-0.40705	0.3608	-0.34721	-0.71372	0.074408	-0.58931	-0.078012	0.19221	-0.7028	-0.60012	-0.07917	0.082736	-0.55276	0.58596	-0.27976	0.0036206	-0.05971	-0.43539	0.0090312	-0.49047	-0.31357	-0.084807	-0.033741	0.18081	-0.46133	-0.17241	-0.51692	0.60755	-0.3071	0.049838	0.27835
Deletion Peak  13 - CN values	3p21.31 	chr3:41237779-99519626(probes 208570:231192)      	chr3:49943693-49970584(probes 212883:212893)      	chr3:49760065-50199336(probes 212789:213017)      	0.0012356	    0.12292		Actual Copy Change Given	-1.0346	-0.55687	0.094445	-0.55797	-1.0592	-0.40541	-0.63734	-0.047376	0.26868	0.16193	-0.4004	0.039277	-0.28283	0.091735	0.020987	-0.40804	0.20189	0.0043021	-0.10526	0.025117	-0.47373	0.033033	-0.42134	-0.0066432	-0.40705	0.3608	-0.34159	-0.74403	0.074408	-0.58931	-0.078012	0.19221	-0.010232	-0.53875	-0.07917	0.082736	-0.55276	0.58596	-0.16229	0.0036206	-0.072274	-0.57763	0.0090312	-0.52665	0	-0.084807	-0.033741	0.18081	-0.46133	-0.19541	-0.4661	0.60755	-0.028901	0.049838	0.27835
Deletion Peak  14 - CN values	3p14.3  	chr3:57232949-57995234(probes 216639:217028)      	chr3:57540044-57550089(probes 216801:216808)      	chr3:56974313-58186548(probes 216497:217141)      	0.00041279	   0.048966		Actual Copy Change Given	-1.0346	-0.37279	0.094445	-0.31003	-1.0592	-0.40541	-0.63734	-0.047376	0.26868	0.16193	-0.36497	0.039277	-0.98104	0.091735	0.020987	-0.29674	0.28311	-0.38473	-0.10526	0.025117	-0.47373	0.033033	-0.42134	0.046275	-0.42003	0.3608	0.030873	-0.58931	0.074408	-0.58931	-0.078012	0.19221	-0.010232	-0.43973	-0.07917	0.082736	-0.55276	0.78061	-0.16229	0.0036206	-0.072274	-0.45469	0.0090312	-0.27607	0	-0.22811	-0.0054504	0.18081	-0.44132	-0.19541	-0.37324	0.60755	-0.21973	0.049838	0.27835
Deletion Peak  15 - CN values	3q13.13 	chr3:88195452-125778877(probes 228566:241840)    	chr3:109012590-109056804(probes 234677:234706)  	chr3:108944572-109212846(probes 234663:234754)  	0.040524	   0.039645		Actual Copy Change Given	-0.062898	-0.11037	0.72114	-1.0172	-0.4505	0.055658	0.028236	-0.38537	-0.41913	-0.44715	0.53748	0.039277	-0.27368	0.091735	0.020987	-0.45672	-0.0848	-0.69468	1.0882	0	0.24388	0.033033	0.1619	-0.33123	-0.39897	-0.27383	-0.30263	-0.23704	0.07988	-0.014427	0.29994	0.051436	0.020343	-0.45715	0.043299	0.27092	-0.48817	0.17875	0.11836	-0.0053504	0.10637	-0.54703	0.080976	-0.75986	0.048404	-0.024128	-0.082983	0.18081	-0.32353	0.028205	-0.45343	-0.0056236	-0.22822	-0.050627	-0.017666
Deletion Peak  16 - CN values	3q29    	chr3:195310335-195456486(probes 270395:270450)  	chr3:195425876-195428192(probes 270435:270436)  	chr3:195340845-195482572(probes 270433:270462)  	2.347e-06	 9.7659e-06		Actual Copy Change Given	-0.10289	0.17287	-0.77625	-0.49882	-0.48208	-0.39341	-0.68513	0.87575	0.65325	-0.48189	-0.90895	-0.56669	0.41536	0.048688	-0.74351	-0.33225	-0.056577	0.19132	0.3268	0.21583	-0.9521	0.053164	0.11902	0.96308	0.22299	-0.48042	0.0041632	-0.26191	0.07988	0.37345	-0.33975	-0.66597	-0.99332	-0.35911	-0.17716	-0.22996	-0.35476	-0.55517	0.082637	-0.16048	-0.38336	-0.16039	-0.56575	-0.14078	1.4541	-0.081601	-0.037404	0.74168	0.020098	-0.10421	0.28137	0.074031	-0.98997	-0.089421	-0.7436
Deletion Peak  17 - CN values	3q29    	chr3:196460709-196595901(probes 270938:270995)  	chr3:196462452-196562497(probes 270939:270985)  	chr3:196507559-196509928(probes 270963:270964)  	0.018694	    0.11355		Actual Copy Change Given	-0.10289	-0.2066	0.38437	0.63609	-0.48208	-0.39341	-0.1882	0.87575	0.65325	-0.48189	0.03823	-0.063764	0.41536	0.048688	-0.19162	-0.33225	-0.056577	0.19132	0.3268	0.21583	-0.49486	0.053164	0.11902	0.96308	0.22299	-0.18462	-0.4097	-0.2726	0.07988	0.37345	0.75585	0.78966	-0.15119	-0.49757	-0.17716	-0.22996	0.38866	0.045566	0.082637	-0.16048	-0.01106	-0.2913	0.0037465	-0.14078	0.28453	-0.081601	-0.037404	0.74168	0.020098	-0.10421	-0.021647	1.157	-0.37302	-0.089421	0.17603
Deletion Peak  18 - CN values	4p16.3  	chr4:1-21550285(probes 271622:279827)                	chr4:51428-250965(probes 271623:271690)                	chr4:1-185486(probes 271622:271669)                    	0.13687	    0.13551		Actual Copy Change Given	0.67351	-0.04048	0.061235	0.54665	0.35308	0.030873	-0.2558	-0.090493	-0.5245	-0.42377	0.33558	0.0019856	-0.013099	0.23009	0.076455	-0.38044	-0.2154	-0.79553	0.654	-0.46697	-0.47194	-0.16364	0.089706	-1.2283	0.072109	-0.13324	-0.17967	0.090076	0.011958	0.22629	-0.061018	-0.19641	0.10643	0.637	-0.20928	-0.037928	0.41353	-0.18496	0.96824	0.83882	-0.22059	0.57416	-0.29055	-0.24277	-0.27559	0.021869	-0.18085	0.54373	-0.34409	0.09232	-0.4186	1.6724	-0.31213	-0.13638	-0.25062
Deletion Peak  19 - CN values	4q13.2  	chr4:69223076-69686215(probes 294120:294144)      	chr4:69471081-69631389(probes 294134:294135)      	chr4:69223076-69643267(probes 294120:294137)      	0.0016442	  0.0026384		Actual Copy Change Given	0.47823	0.44223	-0.40781	1.0361	0.87747	0.44071	0.14969	0.72489	-0.48474	-0.60891	1.4319	2.6359	0.68738	0.32525	0.060605	-0.026851	0.17981	0.10628	0.1817	0.015764	0.0090312	0.90251	0.96576	0.032986	-0.014916	-0.062529	0.064511	0.26232	0.011958	-0.22932	-0.0040172	0.15579	-0.011473	5.36	0.034872	0.65181	0.53109	0.032638	-0.28452	0.24643	0.083487	1.1972	1.2067	0.32511	0.47873	-0.09619	0.0041118	0.29241	-0.44676	0	0.6072	-0.006591	0.061539	1.6856	0.032422
Deletion Peak  20 - CN values	4q28.2  	chr4:91047348-157896281(probes 303399:326833)    	chr4:128882480-128954474(probes 317278:317311)  	chr4:128920059-128927539(probes 317295:317296)  	0.11181	    0.17123		Actual Copy Change Given	0.0073609	-0.033269	-0.40781	-0.00069303	0.44681	0.44647	-0.66029	0.17979	-0.14848	0.96127	0.81286	-0.70688	0.051103	0.27726	0.05375	-0.40915	0.032719	-0.43908	0.034401	0.13576	-0.49246	0.048642	0.10306	-0.051316	-0.014916	0.0014899	-0.36238	-1.0194	0.011958	0.044715	-0.015705	0.33365	-0.016292	-0.46876	0.034872	-0.088505	0.53109	0.032638	0.073994	0.15117	0.079159	-0.061689	-0.074678	-0.23851	0.0055992	-0.081229	0.0041118	0.29241	-1.0728	-0.50649	-0.20486	-0.015414	0.00097064	-0.32298	0.4536
Deletion Peak  21 - CN values	4q35.2  	chr4:159042737-191154276(probes 327214:338487)  	chr4:188913575-189078002(probes 337853:337918)  	chr4:176324853-191154276(probes 333318:338487)  	0.0011123	    0.11355		Actual Copy Change Given	-1.5335	-0.44431	-0.40781	0.58345	-0.47205	-0.42265	-0.82373	-0.28075	0.25902	0.024347	-0.017506	0.7511	0.11644	0.18453	-0.48491	-0.08094	-0.22724	0.036461	-0.32559	-0.19606	-0.52666	-0.046504	-0.015898	-0.72668	-0.014916	-0.35801	-0.26215	-0.64368	0.011958	-0.64452	-0.057386	0.3259	-0.030291	-0.4546	-0.2895	-0.24094	0.3934	0.04078	0.42521	0.10483	-0.32263	0.48682	-0.10592	0.19451	-0.11324	-0.16117	-0.040976	0.29241	-0.52443	0.0313	0.11096	-0.099291	-0.55373	-0.34837	0.30378
Deletion Peak  22 - CN values	4q35.2  	chr4:190395870-191154276(probes 338371:338487)  	chr4:190787483-190896101(probes 338478:338484)  	chr4:176324853-191154276(probes 333318:338487)  	7.8956e-06	 0.00022463		Actual Copy Change Given	-0.47109	-0.088374	0.52295	0.48733	-0.47205	-0.30698	-0.61467	-0.32368	0.69523	0.025836	-0.1751	-0.1854	0.047836	0.18453	-0.056038	-0.08094	-0.23006	-0.018765	-0.097825	-0.94009	-0.52666	-0.046504	-0.015898	-0.39352	-0.55567	-0.35801	-0.34205	-0.31342	0.011958	-1.1395	-0.057386	0.20608	-0.030291	-0.21639	-0.2895	-0.24094	0.33205	-0.039258	0.38785	0.10483	-0.32054	-0.00097017	-0.10592	0.19451	-0.11324	-0.16117	-0.040976	0.29241	-1.0244	0.0313	0.16895	-0.071956	-0.31707	0.040341	0.15442
Deletion Peak  23 - CN values	5q31.1  	chr5:58997878-136837803(probes 357588:385395)    	chr5:134071742-134092374(probes 384175:384184)  	chr5:133911264-134236384(probes 384081:384268)  	0.088053	    0.17123		Actual Copy Change Given	0.078745	-0.50991	0.0047312	-0.62579	0.035543	-0.42112	0	-0.036401	-0.3576	0.09089	0.062711	0.056876	-0.24717	-0.16701	0.039551	-0.46312	0.31707	-0.28988	-0.20355	0.043083	0.006109	-0.029606	0.038489	-0.32565	-0.42298	-0.28805	-0.33202	-0.46887	0.0033299	0.1851	0.11902	-0.029192	0.0070826	0.075128	0.14444	-0.21419	-0.51393	-0.046583	-0.17321	-0.033111	-0.030321	-0.58637	-0.23814	-0.61729	-0.075211	-0.39721	-0.018893	0.096761	-0.27113	0.029471	0.12182	0.63488	-0.25176	-0.3099	0.28323
Deletion Peak  24 - CN values	5q31.3  	chr5:1-180915260(probes 338488:403897)              	chr5:140213200-140241650(probes 387185:387199)  	chr5:140215077-140223255(probes 387187:387188)  	0.079976	    0.24052		Actual Copy Change Given	0.078745	-0.89825	0.0047312	-0.051046	0.035543	-0.42112	0	-0.036401	-0.3576	0.09089	0.4227	0.056876	-0.24717	-0.16701	0.039551	0.02806	0.31707	0.069095	-0.20355	0.043083	0.006109	-0.029606	0.038489	-0.32565	0.2003	-0.28805	-1.5335	0.1628	0.0033299	0.1851	0.11902	-0.029192	0.33561	1.2743	0.14444	-0.24471	-1.5335	-0.046583	-0.17321	-0.033111	-0.030321	0.061794	-0.23814	-0.47628	-0.075211	0.45545	-0.018893	0.096761	-0.27113	0.029471	1.5453	0.63488	0.45122	-0.3099	0.28323
Deletion Peak  25 - CN values	5q35.3  	chr5:176325245-176729170(probes 401841:402054)  	chr5:176556890-176729170(probes 401968:402054)  	chr5:176367423-176718908(probes 401865:402049)  	0.00081012	   0.011741		Actual Copy Change Given	-0.30721	-0.47226	0.0047312	-0.17221	0.36739	-0.42112	-0.15269	-0.082714	-0.3576	0.26391	0.44514	0.0031795	-0.24717	-0.82765	-0.12193	-0.39664	0.31707	-0.14322	-0.26486	-0.60502	0.006109	0.13984	0.038489	-0.36567	0.71565	-0.058496	-0.47543	-0.44437	0.0033299	-0.6235	0.19222	-0.14774	-0.45918	-0.51393	0.11946	-0.24471	-0.51197	-0.093061	-0.19398	-0.1136	-0.11116	-0.51599	0.37216	-0.75892	-0.19112	-0.095398	-0.018893	0.096761	-0.60204	0.029471	0.2133	-0.030762	-0.2726	-0.31969	-0.30136
